No;Nama;latitude;longitude;nama_google;isna
267;Kantor Pertanahan Kabupaten Ketapang, Provinsi Kalimantan Barat;-1.8382181;109.9777995;Kantor Pertanahan Kabupaten Ketapang;0
268;Kantor Pertanahan Kabupaten Landak, Provinsi Kalimantan Barat;0.3922015;109.9458963;Kantor Pertanahan Kabupaten Landak;0
269;Kantor Pertanahan Kota Singkawang, Provinsi Kalimantan Barat;0.9053538;108.9772305;ATR/BPN Kota Singkawang;0
270;Kantor Pertanahan Kabupaten Bengkayang, Provinsi Kalimantan Barat;0.8673728;109.5029124;Kantor Pertanahan Kabupaten Bengkayang;0
271;Kantor Pertanahan Kabupaten Sekadau, Provinsi Kalimantan Barat;0.0086341;110.9561604;Kantor Pertanahan Kabupaten Sekadau;0
272;Kantor Pertanahan Kabupaten Melawi, Provinsi Kalimantan Barat;-0.3792626;111.7624942;Kantor Pertanahan Kabupaten Melawi;0
273;Kantor Pertanahan Kabupaten Kayong Utara, Provinsi Kalimantan Barat;-1.2246778;109.9624612;Kantor Pertanahan Kabupaten Kayong Utara;0
274;Kantor Pertanahan Kabupaten Kubu Raya, Provinsi Kalimantan Barat;-0.1232284;109.4097778;Kantor Pertanahan Kabupaten Kubu Raya;0
275;Kantor Wilayah Badan Pertanahan Nasional Provinsi Kalimantan Tengah;-2.2180025;113.915853;Kantor Wilayah Badan Pertanahan Nasional Provinsi Kalimantan Tengah;0
276;Kantor Pertanahan Kota Palangkaraya, Provinsi Kalimantan Tengah;-2.207248;113.9190795;Badan Pertanahan Nasional;0
277;Kantor Pertanahan Kabupaten Kapuas, Provinsi Kalimantan Tengah;-3.013165;114.3881854;Kantor Pertanahan Kabupaten Kapuas;0
278;Kantor Pertanahan Kabupaten Barito Selatan, Provinsi Kalimantan Tengah;-1.7093359;114.8717325;Kantor Pertanahan Kabupaten Barito Selatan;0
279;Kantor Pertanahan Kabupaten Barito Utara, Provinsi Kalimantan Tengah;-0.949543;114.895269;Kantor Pertanahan Kab. Barito Utara;0
280;Kantor Pertanahan Kabupaten Kotawaringin Timur, Provinsi Kalimantan Tengah;-2.5365642;112.8924182;Kantor Pertanahan Kabupaten Kotawaringin Timur;0
281;Kantor Pertanahan Kabupaten Kotawaringin Barat, Provinsi Kalimantan Tengah;-2.7119175;111.6457814;Kementerian Agraria Dan Tata Ruang Badan Pertanahan Nasional Kantor Kab Kotawaringin Barat;0
282;Kantor Pertanahan Kabupaten Gunung Mas, Provinsi Kalimantan Tengah;-1.1165634;113.8556441;Kantor Pertanahan Kabupaten Gunung Mas;0
283;Kantor Pertanahan Kabupaten Murung Raya, Provinsi Kalimantan Tengah;-0.6389809;114.5691894;Kantor Bpn Kab Murung Raya;0
284;Kantor Pertanahan Kabupaten Pulang Pisau, Provinsi Kalimantan Tengah;-2.8028632;114.2740112;Kantor Pertanahan Pulang Pisau;0
285;Kantor Pertanahan Kabupaten Katingan, Provinsi Kalimantan Tengah;-1.8750373;113.41482;Kantor Pertanahan Kab. Katingan;0
286;Kantor Pertanahan Kabupaten Seruyan, Provinsi Kalimantan Tengah;-3.412382;112.538613;Kantor Pertanahan Kab. Seruyan;0
287;Kantor Pertanahan Kabupaten Lamandau, Provinsi Kalimantan Tengah;-2.1819913;111.4289932;Kementerian ATR/BPN Kantah kab. Lamandau;0
288;Kantor Pertanahan Kabupaten Barito Timur, Provinsi Kalimantan Tengah;-2.0721355;115.1395573;Kantor Pertanahan Barito Timur;0
289;Kantor Pertanahan Kabupaten Sukamara, Provinsi Kalimantan Tengah;-2.7476631;111.1667275;Kantor Pertanahan Kabupaten Sukamara;0
290;Kantor Wilayah Badan Pertanahan Nasional Provinsi Kalimantan Timur;-0.4705715;117.147822;Kantor Wilayah Badan Pertanahan Nasional Provinsi Kalimantan Timur;0
291;Kantor Pertanahan Kota Samarinda, Provinsi Kalimantan Timur;-0.4463288;117.1403;Kantor Pertanahan Kota Samarinda;0
292;Kantor Pertanahan Kota Balikpapan, Provinsi Kalimantan Timur;-1.2418336;116.8915801;Badan Pertanahan Nasional;0
293;Kantor Pertanahan Kabupaten Kutai Kartanegara, Provinsi Kalimantan Timur;-0.4199282;116.9885293;Badan Pertanahan Nasional Republik Indonesia;0
294;Kantor Pertanahan Kabupaten Paser, Provinsi Kalimantan Timur;-1.9039899;116.1925919;Badan Pertanahan Nasional;0
295;Kantor Pertanahan Kabupaten Berau, Provinsi Kalimantan Timur;2.1469375;117.5030625;BPN;0
296;Kantor Pertanahan Kabupaten Bulungan, Provinsi Kalimantan Timur;2.8419061;117.3720801;Kantor Pertanahan Kabupaten Bulungan;0
297;Kantor Pertanahan Kota Tarakan, Provinsi Kalimantan Timur;3.300814;117.6088727;Kantor Pertanahan Kota Tarakan;0
298;Kantor Pertanahan Kabupaten Nunukan, Provinsi Kalimantan Timur;4.0711294;117.7212469;KANTOR BPN NUNUKAN;0
299;Kantor Pertanahan Kabupaten Kutai Timur, Provinsi Kalimantan Timur;0.5214364;117.6017778;Kantor Pertanahan Kabupaten Kutai Timur;0
300;Kantor Pertanahan Kota Bontang, Provinsi Kalimantan Timur;0.1651065;117.4678846;Kantor Pertanahan Kota Bontang;0
301;Kantor Pertanahan Kabupaten Kutai Barat, Provinsi Kalimantan Timur;-0.239712;115.6990442;Kantor Pertanahan Kabupaten Kutai Barat;0
302;Kantor Pertanahan Kabupaten Penajam Paser Utara, Provinsi Kalimantan Timur;-1.3102388;116.7319518;Kantor Pertanahan Penajam Paser Utara;0
303;Kantor Pertanahan Kabupaten Malinau, Provinsi Kalimantan Timur;3.5623206;116.6147829;Kantor Pertanahan Kabupaten Malinau;0
304;Kantor Wilayah Badan Pertanahan Nasional Provinsi Kalimantan Selatan;-3.4840681;114.8234374;Kanwil ATR / BPN Kalsel;0
305;Kantor Pertanahan Kota Banjarmasin, Provinsi Kalimantan Selatan;-3.337202;114.631582;Kementerian Agraria dan Tata Ruang / Kantor Pertanahan Nasional Banjarmasin;0
306;Kantor Pertanahan Kabupaten Banjar, Provinsi Kalimantan Selatan;-3.4255285;114.8483313;Kantor Pertanahan Kabupaten Banjar;0
307;Kantor Pertanahan Kabupaten Tapin, Provinsi Kalimantan Selatan;-2.9294047;115.152762;Kantor Pertanahan Kabupaten Tapin;0
308;Kantor Pertanahan Kabupaten Hulu Sungai Selatan, Provinsi Kalimantan Selatan;-2.776199;115.2653163;Kantor Pertanahan Kabupaten Hulu Sungai Selatan;0
309;Kantor Pertanahan Kabupaten Hulu Sungai Tengah, Provinsi Kalimantan Selatan;-2.5900092;115.3736363;Kantor Pertanahan Kabupaten Hulu Sungai Tengah;0
310;Kantor Pertanahan Kabupaten Hulu Sungai Utara, Provinsi Kalimantan Selatan;-2.4144628;115.2476821;Kantor Pertanahan Kabupaten Hulu Sungai Utara;0
311;Kantor Pertanahan Kabupaten Tabalong, Provinsi Kalimantan Selatan;-2.1721689;115.3999384;Kantor Pertanahan/BPN Kabupaten Tabalong;0
312;Kantor Pertanahan Kabupaten Tanah Laut, Provinsi Kalimantan Selatan;-3.8016968;114.7833569;Kantor Pertanahan Kabupaten Tanah Laut;0
313;Kantor Pertanahan Kabupaten Barito Kuala, Provinsi Kalimantan Selatan;-2.9827778;114.7355556;Kantor Pertanahan Kabupaten Barito Kuala;0
314;Kantor Pertanahan Kabupaten Kotabaru, Provinsi Kalimantan Selatan;-3.3348683;116.1566596;Kementerian Agraria Dan Tata Ruang/BPN Kotabaru;0
315;Kantor Pertanahan Kota Banjarbaru, Provinsi Kalimantan Selatan;-3.4394579;114.8317575;Badan Pertanahan Nasional Kantor Pertanahan Kota Banjarbaru;0
316;Kantor Pertanahan Kabupaten Tanah Bumbu, Provinsi Kalimantan Selatan;-3.4783107;115.954872;Kantor Pertanahan Kabupaten Tanah Bumbu;0
317;Kantor Pertanahan Kabupaten Balangan, Provinsi Kalimantan Selatan;-2.3616363;115.4704033;Kantor Pertanahan Kabupaten Balangan;0
318;Kantor Wilayah Badan Pertanahan Nasional Provinsi Sulawesi Utara;1.470703;124.8422095;Kanwil BPN Prop Sulut;0
319;Kantor Pertanahan Kota Manado, Provinsi Sulawesi Utara;1.4647406;124.8551241;Kantor Pertanahan Kota Manado (ATR/BPN);0
320;Kantor Pertanahan Kabupaten Minahasa, Provinsi Sulawesi Utara;1.3182875;124.9086218;Kantor Pertanahan Kab. Minahasa;0
321;Kantor Pertanahan Kabupaten Bolaang Mongondow, Provinsi Sulawesi Utara;0.8730424;124.0227043;Kantor Pertanahan Kabupaten Bolaang Mongondow;0
322;Kantor Pertanahan Kabupaten Kepulauan Sangihe, Provinsi Sulawesi Utara;3.6091786;125.5059643;Kantor Pertanahan Kab. Kep. Sangihe;0
323;Kantor Pertanahan Kota Bitung, Provinsi Sulawesi Utara;1.4353859;125.1171149;Kantor Pertanahan Kota Bitung;0
324;Kantor Pertanahan Kabupaten Kepulauan Talaud, Provinsi Sulawesi Utara;4.0069468;126.6787278;Kantor Pertanahan Kabupaten Kepulauan Talaud;0
325;Kantor Pertanahan Kota Tomohon, Provinsi Sulawesi Utara;1.3122167;124.819954;Kantor Pertanahan Kota Tomohon;0
326;Kantor Pertanahan Kabupaten Minahasa Utara, Provinsi Sulawesi Utara;1.4604589;124.9739238;Kantor Pertanahan Kab. Minahasa Utara;0
327;Kantor Pertanahan Kabupaten Minahasa Selatan, Provinsi Sulawesi Utara;1.1834362;124.5072728;Kantor Pertanahan Minahasa Selatan;0
328;Kantor Pertanahan Kota Kotamobagu, Provinsi Sulawesi Utara;0.7372713;124.3309655;Kantor Pertanahan Kota Kotamobagu;0
329;Kantor Pertanahan Kabupaten Minahasa Tenggara, Provinsi Sulawesi Utara;1.0383199;124.7948548;BPN Kab Minahasa Tenggara;0
330;Kantor Pertanahan Kabupaten Bolaang Mongondow Utara, Provinsi Sulawesi Utara;0.9092816;123.2610501;Kantor ATR/BPN Bolmut (Bolaang Mongondow Utara);0
331;Kantor Pertanahan Kabupaten Kepulauan Siau Tagulandang Biaro, Provinsi Sulawesi Utara;2.721753;125.3658254;Kantor Pertanahan Kabupaten Kepulauan Siau Tagulandang Biaro;0
332;Kantor Pertanahan Kabupaten Bolaang Mongondow Timur, Provinsi Sulawesi Utara;0.7838917;124.6220715;Kantor Pertanahan Kabupaten Bolaang Mongondow Timur;0
333;Kantor Pertanahan Kabupaten Bolaang Mongondow Selatan, Provinsi Sulawesi Utara;0.3971425;123.9811741;Kantor Pertanahan Kab. Bolaang Mongondow Selatan;0
334;Kantor Wilayah Badan Pertanahan Nasional Provinsi Sulawesi Tengah;-0.888831;119.8809002;Kanwil BPN Sulawesi Tengah;0
335;Kantor Pertanahan Kabupaten Donggala, Provinsi Sulawesi Tengah;-0.6805989;119.7567749;BPN Kab Donggala;0
336;Kantor Pertanahan Kabupaten Toli-Toli, Provinsi Sulawesi Tengah;1.042025;120.8243507;Kantor Pertanahan Kabupaten Tolitoli;0
337;Kantor Pertanahan Kabupaten Banggai, Provinsi Sulawesi Tengah;-0.9990348;122.7890196;Kantor Pertanahan Kabupaten Banggai;0
338;Kantor Pertanahan Kabupaten Poso, Provinsi Sulawesi Tengah;-1.9754815;122.0011469;Kantor Pertanahan Kabupaten Poso;0
339;Kantor Pertanahan Kota Palu, Provinsi Sulawesi Tengah;-0.9018579;119.8854682;Kantor Pertanahan Kota Palu;0
340;Kantor Pertanahan Kabupaten Morowali, Provinsi Sulawesi Tengah;-2.4824178;121.9381655;Kantor ATR/BPN Pertanahan Kab. Morowali;0
341;Kantor Pertanahan Kabupaten Buol, Provinsi Sulawesi Tengah;1.1676819;121.4096221;Kantor Pertanahan Kabupaten Buol;0
342;Kantor Pertanahan Kabupaten Parigi Moutong, Provinsi Sulawesi Tengah;-0.7964677;120.1603275;Kantor Pertanahan Kabupaten Parigi Moutong;0
343;Kantor Pertanahan Kabupaten Tojo Una-una, Provinsi Sulawesi Tengah;-0.9131023;121.5843167;Kantor Pertanahan Kabupaten Tojo Una-una;0
344;Kantor Pertanahan Kabupaten Sigi, Provinsi Sulawesi Tengah;-1.009964;119.9283216;Kantor Pertanahan Kabupaten Sigi;0
345;Kantor Pertanahan Kabupaten Banggai Kepulauan, Provinsi Sulawesi Tengah;-1.3124922;123.2948966;Kantor Pertanahan ATR/BPN Kabupaten Banggai Kepulauan;0
346;Kantor Pertanahan Kabupaten Morowali Utara, Provinsi Sulawesi Tengah;-2.080568;121.3667936;KANTOR PERTANAHAN KAB. MOROWALI UTARA;0
347;Kantor Pertanahan Kabupaten Banggai Laut, Provinsi Sulawesi Tengah;-1.601762;123.5002779;Kantor Pertanahan Kabupaten Banggai Laut;0
348;Kantor Wilayah Badan Pertanahan Nasional Provinsi Sulawesi Selatan;-5.1719357;119.4100108;Kantor Wilayah Badan Pertanahan Nasional Provinsi Sulsel;0
349;Kantor Pertanahan Kota Makassar, Provinsi Sulawesi Selatan;-5.1673485;119.4349841;Kantor Pertanahan Kota Makassar;0
350;Kantor Pertanahan Kabupaten Gowa, Provinsi Sulawesi Selatan;-5.2050999;119.4510447;Kantor Pertanahan Kabupaten Gowa;0
351;Kantor Pertanahan Kabupaten Takalar, Provinsi Sulawesi Selatan;-5.4246342;119.4387329;Kantor Pertanahan Kabupaten Takalar;0
352;Kantor Pertanahan Kabupaten Jeneponto, Provinsi Sulawesi Selatan;-5.6783331;119.7478994;Kantor Pertanahan Kab. Jeneponto;0
353;Kantor Pertanahan Kabupaten Maros, Provinsi Sulawesi Selatan;-4.9999713;119.5725711;Badan Pertanahan Nasional Kabupaten Maros;0
354;Kantor Pertanahan Kabupaten Pangkajene Kepulauan, Provinsi Sulawesi Selatan;-4.8361504;119.5520634;Kantor Pertanahan Kab. Pangkajene Dan Kepulauan;0
355;Kantor Pertanahan Kabupaten Barru, Provinsi Sulawesi Selatan;-4.4112883;119.6196354;Kantor Kepala Pertanahan Kabupaten Barru;0
356;Kantor Pertanahan Kabupaten Luwu, Provinsi Sulawesi Selatan;-3.3959634;120.3688429;Kantor Pertanahan Kab. Luwu;0
357;Kantor Pertanahan Kabupaten Tana Toraja, Provinsi Sulawesi Selatan;-3.0902509;119.8548611;Badan Pertanahan Nasional - Kantor Pertanahan Kabupaten Tana Toraja;0
358;Kantor Pertanahan Kabupaten Soppeng, Provinsi Sulawesi Selatan;-4.3661792;119.8971234;Kantor Pertanahan Kabupaten Soppeng;0
359;Kantor Pertanahan Kabupaten Sinjai, Provinsi Sulawesi Selatan;-5.1229409;120.2487833;Badan Pertanahan Nasional Kabupaten Sinjai;0
360;Kantor Pertanahan Kabupaten Kepulauan Selayar, Provinsi Sulawesi Selatan;-6.1169959;120.4591017;Kantor Pertanahan Kabupaten Kepulauan Selayar;0
361;Kantor Pertanahan Kabupaten Bone, Provinsi Sulawesi Selatan;-4.5439259;120.3045138;Kantor Pertanahan Kab. Bone;0
362;Kantor Pertanahan Kabupaten Wajo, Provinsi Sulawesi Selatan;-4.1329354;120.033498;"Kementerian Agraria &amp; Tata Ruang / Badan Pertanahan Nasional (BPN) Kab. Wajo";0
363;Kantor Pertanahan Kota Parepare, Provinsi Sulawesi Selatan;-4.0328538;119.6313262;Kantor Pertanahan Kota Parepare;0
364;Kantor Pertanahan Kabupaten Pinrang, Provinsi Sulawesi Selatan;-3.8046517;119.6497305;Dinas Pertanahan Kab. Pinrang;0
365;Kantor Pertanahan Kabupaten Sidenreng Rappang, Provinsi Sulawesi Selatan;-3.9212043;119.794303;Kantor Pertanahan Kab. Sidenreng Rappang;0
366;Kantor Pertanahan Kabupaten Enrekang, Provinsi Sulawesi Selatan;-3.5634171;119.773663;Kantor Pertanahan Kabupaten Enrekang;0
367;Kantor Pertanahan Kabupaten Bantaeng, Provinsi Sulawesi Selatan;-5.552342;119.9674966;Kantor Pertanahan Kab Bantaeng;0
368;Kantor Pertanahan Kabupaten Bulukumba, Provinsi Sulawesi Selatan;-5.5528315;120.1904006;Kantor BPN Bulukumba;0
369;Kantor Pertanahan Kabupaten Luwu Utara, Provinsi Sulawesi Selatan;-2.5481457;120.3445662;Kantor Pertanahan Kabupaten Luwu Utara;0
370;Kantor Pertanahan Kota Palopo, Provinsi Sulawesi Selatan;-3.0099363;120.2024917;Kantor Pertanahan Kota Palopo;0
371;Kantor Pertanahan Kabupaten Luwu Timur, Provinsi Sulawesi Selatan;-2.6144119;121.1203799;ATR / BPN LUWU TIMUR;0
372;Kantor Pertanahan Kabupaten Toraja Utara, Provinsi Sulawesi Selatan;-2.9745202;119.8979192;Kantor Pertanahan Kab. Toraja Utara;0
373;Kantor Wilayah Badan Pertanahan Nasional Provinsi Sulawesi Tenggara;-3.9734305;122.5095353;Kanwil ATR/BPN Prov. Sultra;0
374;Kantor Pertanahan Kabupaten Konawe, Provinsi Sulawesi Tenggara;-3.8526623;122.0409387;ATR / BPN Kab. Konawe;0
375;Kantor Pertanahan Kabupaten Kolaka, Provinsi Sulawesi Tenggara;-4.0533222;121.5977269;Kantor Pertanahan Kabupaten Kolaka;0
376;Kantor Pertanahan Kabupaten Buton, Provinsi Sulawesi Tenggara;-5.4653166;122.8605859;KANTOR PERTANAHAN KAB.BUTON;0
377;Kantor Pertanahan Kabupaten Muna, Provinsi Sulawesi Tenggara;-4.8290702;122.7245104;Kantor Pertanahan Kabupaten Muna;0
378;Kantor Pertanahan Kota Kendari, Provinsi Sulawesi Tenggara;-3.9727359;122.5092257;Kantor Pertanahan Kota Kendari;0
379;Kantor Pertanahan Kota Baubau, Provinsi Sulawesi Tenggara;-5.4697408;122.5981679;KANTOR PERTANAHAN KOTA BAUBAU;0
380;Kantor Pertanahan Kabupaten Konawe Selatan, Provinsi Sulawesi Tenggara;-4.3320765;122.2769026;Kantor Pertanahan Kab. Konawe Selatan;0
381;Kantor Pertanahan Kabupaten Kolaka Utara, Provinsi Sulawesi Tenggara;-3.4962599;120.8856687;Kantor Pertanahan Kab. Kolaka Utara;0
382;Kantor Pertanahan Kabupaten Bombana, Provinsi Sulawesi Tenggara;-4.7315342;122.0312941;Kantor Pertanahan Kabupaten Bombana;0
383;Kantor Pertanahan Kabupaten Wakatobi, Provinsi Sulawesi Tenggara;-5.3404409;123.5524055;Kantor Pertanahan Kab. Wakatobi;0
384;Kantor Pertanahan Kabupaten Konawe Utara, Provinsi Sulawesi Tenggara;-3.5113978;122.1131139;Kantor ATR/BPN Konawe Utara;0
385;Kantor Pertanahan Kabupaten Buton Utara, Provinsi Sulawesi Tenggara;-4.7813136;123.1837648;Kantor Pertanahan Kabupaten Buton Utara;0
386;Kantor Pertanahan Kabupaten Kolaka Timur, Provinsi Sulawesi Tenggara;-4.0446585;121.8956332;Kantor Pertanahan Kabupaten Kolaka Timur;0
387;Kantor Pertanahan Kabupaten Konawe Kepulauan, Provinsi Sulawesi Tenggara;-4.0287201;122.9889521;Kantor Pertanahan Kab. Konawe Kepulauan;0
388;Kantor Pertanahan Kabupaten Buton Selatan, Provinsi Sulawesi Tenggara;-5.4653166;122.8605859;KANTOR PERTANAHAN KAB.BUTON;0
389;Kantor Pertanahan Kabupaten Buton Tengah, Provinsi Sulawesi Tenggara;-5.2564417;122.5784772;Kantor Pertanahan Kabupaten Buton Tengah;0
390;Kantor Pertanahan Kabupaten Muna Barat, Provinsi Sulawesi Tenggara;-4.797393;122.4241226;Kantor Pertanahan Muna Barat;0
391;Kantor Wilayah Badan Pertanahan Nasional Provinsi Bali;-8.6673489;115.2306851;Kantor Wilayah Badan Pertanahan Nasional Provinsi Bali;0
392;Kantor Pertanahan Kabupaten Jembrana, Provinsi Bali;-8.3563992;114.6360033;Kantor Pertanahan Kabupaten Jembrana;0
393;Kantor Pertanahan Kabupaten Tabanan, Provinsi Bali;-8.5369498;115.1196782;Badan Pertanahan Nasional - Kantor Pertanahan Kabupaten Tabanan;0
394;Kantor Pertanahan Kabupaten Badung, Provinsi Bali;-8.6839487;115.1706974;Kementrian Agraria Dan Tata Ruang/ Badan Pertanahan Nasional;0
395;Kantor Pertanahan Kabupaten Buleleng, Provinsi Bali;-8.1143353;115.0857088;Kantor Pertanahan Kabupaten Buleleng;0
396;Kantor Pertanahan Kabupaten Gianyar, Provinsi Bali;-8.5420945;115.3232462;Kantor Pertanahan Kabupaten Gianyar;0
397;Kantor Pertanahan Kabupaten Klungkung, Provinsi Bali;-8.5260497;115.4039577;Kantor Pertanahan Kabupaten Klungkung;0
398;Kantor Pertanahan Kabupaten Bangli, Provinsi Bali;-8.4614208;115.3541949;Badan Pertanahan Nasional Kabupaten Bangli / ATR;0
399;Kantor Pertanahan Kabupaten Karangasem, Provinsi Bali;-8.4488888;115.6077851;Kantor BPN Karangasem;0
400;Kantor Pertanahan Kota Denpasar, Provinsi Bali;-8.6548829;115.2262029;Kantor Pertanahan Kota Denpasar;0
401;Kantor Wilayah Badan Pertanahan Nasional Provinsi Nusa Tenggara Barat;-8.581976;116.0976761;ATR/BPN Kanwil NTB;0
402;Kantor Pertanahan Kabupaten Lombok Barat, Provinsi Nusa Tenggara Barat;-8.6835207;116.1386653;Kantor Pertanahan Kabupaten Lombok Barat;0
403;Kantor Pertanahan Kabupaten Lombok Tengah, Provinsi Nusa Tenggara Barat;-8.7039852;116.2660522;Badan Pertanahan Nasional Kabupaten Lombok Tengah;0
404;Kantor Pertanahan Kabupaten Lombok Timur, Provinsi Nusa Tenggara Barat;-8.6488941;116.5320897;Kantor BPN Kabupaten Lombok Timur;0
405;Kantor Pertanahan Kabupaten Sumbawa, Provinsi Nusa Tenggara Barat;-8.4802306;117.4083974;Kantor Pertanahan Kabupaten Sumbawa;0
406;Kantor Pertanahan Kabupaten Dompu, Provinsi Nusa Tenggara Barat;-8.5435788;118.4351703;Kantor BPN Kab. Dompu;0
407;Kantor Pertanahan Kabupaten Bima, Provinsi Nusa Tenggara Barat;-8.5599248;118.67354;Kantor Pertanahan Kabupaten Bima;0
408;Kantor Pertanahan Kota Mataram, Provinsi Nusa Tenggara Barat;-8.581976;116.0976761;ATR/BPN Kanwil NTB;0
409;Kantor Pertanahan Kota Bima, Provinsi Nusa Tenggara Barat;-8.4627774;118.7458195;Badan Pertanahan Nasional (BPN) Kantor Kota Bima;0
410;Kantor Pertanahan Kabupaten Sumbawa Barat, Provinsi Nusa Tenggara Barat;-8.7708134;116.8254379;Kantor Pertanahan Kabupaten Sumbawa Barat;0
411;Kantor Pertanahan Kabupaten Lombok Utara, Provinsi Nusa Tenggara Barat;-8.3219931;116.1952708;KANTOR PERTANAHAN KABUPATEN LOMBOK UTARA, NUSA TENGGARA BARAT;0
412;Kantor Wilayah Badan Pertanahan Nasional Provinsi Nusa Tenggara Timur;-10.15795;123.6225267;BPN Prov.NTT;0
413;Kantor Pertanahan Kota Kupang, Provinsi Nusa Tenggara Timur;-10.1580157;123.6216114;Kantor Pertanahan Kota Kupang;0
414;Kantor Pertanahan Kabupaten Timor Tengah Selatan, Provinsi Nusa Tenggara Timur;-9.8537347;124.2764648;Kantor Pertanahan Kabupaten Timor Tengah Selatan;0
415;Kantor Pertanahan Kabupaten Timor Tengah Utara, Provinsi Nusa Tenggara Timur;-9.4581561;124.4766017;Kantor Pertanahan Kabupaten Timor Tengah Utara;0
416;Kantor Pertanahan Kabupaten Belu, Provinsi Nusa Tenggara Timur;-9.1056042;124.8889718;Kantor Pertanahan Kab. Belu;0
